0,1,Males,Ethnicity
"7
",['Columbia Pictures / Revolution Studios / Happy Madison Productions'],[],
"
",['Sony Pictures Classics'],[],
"
",['Metro-Goldwyn-Mayer / The Weinstein Company / Ascendant Pictures / FilmEngine'],[],
"
",['Fox Searchlight Pictures'],['Fox Searchlight Pictures'],
"
",['New Line Cinema'],[],
"
",['Scary Movie 4'],[],
"Comedy, Horror, Spoof
",['The Wild'],['The Wild'],
"Comedy, Adventure, Family
",['21\n'],[],
"Paul Weitz (director/screenplay); Hugh Grant, Dennis Quaid, Marcia Gay Harden, Willem Dafoe, Mandy Moore, Sam Golzari, Chris Klein, Jennifer Coolidge, Seth Meyers, Tony Yalda, Noureen DeWulf, Shohreh Aghdashloo",['\n'],[],
"Clark Johnson (director); George Nolfi (screenplay); Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan, Kim Basinger",['\n'],[],
Lionsgate / 2929 Entertainment / Starbucks Entertainment,['Drama\n'],[],
Columbia Pictures / Relativity Media / Red Wagon Productions,"['Comedy', ' Road', ' Family\n']",[],
Touchstone Pictures / Spyglass Entertainment,"['Comedy', ' Drama', ' Sports\n']",[],
Universal Pictures / Working Title Films,"['Biography', ' Drama', ' Thriller\n']",[],
An American Haunting,"['Courtney Solomon (director/screenplay); Donald Sutherland', ' Sissy Spacek', "" James D'Arcy"", ' Rachel Hurd-Wood', ' Matthew Marsh', ' Miquel Brown']",['Matthew Marsh'],
Art School Confidential,"['Terry Zwigoff (director); Daniel Clowes (screenplay); Max Minghella', ' Sophia Myles', ' John Malkovich', ' Anjelica Huston', ' Jim Broadbent', ' Matt Keeslar', ' Ethan Suplee', ' Joel David Moore']",['John Malkovich'],"['FrenchCanadianFrench', 'English', 'German', 'Scottish']"
Hoot,"['Wil Shriner (director/screenplay); Logan Lerman', ' Brie Larson', ' Luke Wilson', ' Cody Linley', ' Tim Blake Nelson', ' Neil Flynn', ' Robert Wagner', ' Kiersten Warren', ' Clark Gregg']",['Wil Shriner (director/screenplay); Logan Lerman'],
Mission: Impossible III,"['J. J. Abrams (director/screenplay); Alex Kurtzman', ' Roberto Orci (screenplay); Tom Cruise', ' Philip Seymour Hoffman', ' Ving Rhames', ' Billy Crudup', ' Michelle Monaghan', ' Jonathan Rhys Meyers', ' Keri Russell', ' Maggie Q', ' Laurence Fishburne and Simon Pegg']",['Roberto Orci (screenplay); Tom Cruise'],
"12
",['20th Century Fox / Regency Enterprises / Cheyenne Enterprises / Silvercup Studios'],[],
"
",['Warner Bros. Pictures / Virtual Studios'],['Warner Bros. Pictures / Virtual Studios'],
"Live action
",['19\n'],[],
"Ron Howard (director); Akiva Goldsman (screenplay); Tom Hanks, Audrey Tautou, Ian McKellen, Alfred Molina, Jürgen Prochnow, Jean Reno, Paul Bettany",['\n'],[],
"Tim Johnson, Karey Kirkpatrick (director); Len Blum, Lorne Cameron, David Hoselton, Karey Kirkpatrick (screenplay); Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, Eugene Levy, Catherine O'Hara, William Shatner, Avril Lavigne, Nick Nolte, Thomas Haden Church, Allison Janney",['\n'],[],
"Gregory Dark (director); Dan Madigan (screenplay); Kane, Samantha Noble, Christina Vidal, Michael J. Pagan, Rachael Taylor, Penny McNamee, Craig Horner",['\n'],[],
20th Century Fox / Marvel Entertainment / Dune Entertainment / The Donners' Company,"['Action', ' Superhero']",[],
"2
",['Universal Pictures'],[],
"
",['The Omen'],['The Omen'],
"Supernatural, Horror
",['9\n'],[],
"John Lasseter (director/screenplay); Dan Fogelman, Joe Ranft, Jorgen Klubien, Kiel Murray, Phil Lorin (screenplay); Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy, Tony Shalhoub, Cheech Marin, Jenifer Lewis, George Carlin, Paul Dooley, Michael Keaton, John Ratzenberger, Jeremy Piven",['\n'],[],
"Robert Altman (director); Garrison Keillor (screenplay); Woody Harrelson, Tommy Lee Jones, Garrison Keillor, Kevin Kline, Lindsay Lohan, Virginia Madsen, John C. Reilly, Maya Rudolph, Meryl Streep, Lily Tomlin",['\n'],[],
Universal Pictures / Relativity Media,['Action\n'],[],
20th Century Fox / Davis Entertainment,"['Comedy', ' Family\n']",[],
Warner Bros. Pictures / Village Roadshow Pictures / Vertigo DC Comics,"['Romance', ' Comedy\n']",[],
Paramount Pictures / Nickelodeon Movies,"['Sports', ' Comedy', ' Family\n']",[],
Click,"['Frank Coraci (director); Steve Koren', "" Mark O'Keefe (screenplay); Adam Sandler"", ' Kate Beckinsale', ' Christopher Walken', ' Henry Winkler', ' David Hasselhoff', ' Julie Kavner', ' Sean Astin']",['Frank Coraci (director); Steve Koren'],
Waist Deep,"['Tyrese Gibson', ' Meagan Good', ' Larenz Tate', ' Kimora Lee Simmons', ' The Game']",['Tyrese Gibson'],['AfricanAmerican']
"28
",['Warner Bros. Pictures / Legendary Pictures / DC Comics / Peters Entertainment'],['Warner Bros. Pictures / Legendary Pictures / DC Comics / Peters Entertainment'],
"
",['The Devil Wears Prada'],['The Devil Wears Prada'],
"7
",['Walt Disney Pictures / Jerry Bruckheimer Films'],['Walt Disney Pictures / Jerry Bruckheimer Films'],
"
",['Little Man'],[],
"Comedy
","['You', ' Me and Dupree']",[],
"Comedy, Romance
",['21\n'],[],
"Kevin Smith (director/screenplay); Brian O'Halloran, Jeff Anderson, Rosario Dawson, Trevor Fehrman, Jason Mewes, Kevin Smith, Jennifer Schwalbach Smith",['\n'],[],
